Gender,Height,Weight,height_cm,weight_kg,female,fem_hgt,hgt_sq,Rand1,Rand2,Rand3,Rand4,Rand5
Male,67.74549287,179.5542134,172.0735519,81.44435477,0,0,29609.30726,0.313932519,0.535828724,0.780117937,0.227797069,0.617078123
Male,71.47138723,192.9291071,181.5373236,87.51109954,0,0,32955.79985,0.180256659,0.184493994,0.086128407,0.972239103,0.692986046
Male,70.65523058,195.4418631,179.4642857,88.65086559,0,0,32207.42983,0.942282324,0.581871457,0.793241849,0.401162996,0.231531567
Male,68.36897984,187.9230525,173.6572088,85.24039323,0,0,30156.82617,0.385616025,0.09281426,0.833312931,0.503441821,0.178358566
Male,71.46975833,204.5957328,181.5331862,92.80298762,0,0,32954.29768,0.287285629,0.4999833,0.093331289,0.470540467,0.05751168
Male,69.37803726,212.0170256,176.2202146,96.16922667,0,0,31053.56405,0.952597805,0.072825187,0.256568428,0.737839905,0.037504711
Male,74.45849777,209.9487684,189.1245843,95.23108176,0,0,35768.1084,0.102162559,0.920587943,0.304628304,0.756703493,0.617388499
Male,72.27855615,196.7090246,183.5875326,89.22563991,0,0,33704.38214,0.47116894,0.887526167,0.162048819,0.63152806,0.034274396
Male,73.07418054,208.0580433,185.6084186,94.37346399,0,0,34450.48504,0.278388531,0.701097554,0.384443427,0.674836226,0.526120846
Male,68.10921459,176.2611905,172.9974051,79.95066591,0,0,29928.10216,0.134204484,0.238976824,0.751958814,0.432201541,0.050565211
Male,67.42796158,189.4042032,171.2670224,85.91223132,0,0,29332.39296,0.512427926,0.493046654,0.180888233,0.831576548,0.502358351
Male,70.82143149,194.327152,179.886436,88.14524155,0,0,32359.12985,0.048450033,0.381093244,0.409932457,0.571409283,0.571224749
Male,67.24069882,176.7463054,170.791375,80.17071018,0,0,29169.69378,0.735745807,0.721035575,0.765211214,0.169151798,0.038605538
Male,71.22362744,209.7335388,180.9080137,95.13345532,0,0,32727.70942,0.1179156,0.258232657,0.668117796,0.930525814,0.109672616
Male,65.79604992,158.4603238,167.1219668,71.8763352,0,0,27929.75179,0.283962721,0.11519415,0.03204924,0.850155419,0.863387014
Male,64.52084746,171.3034951,163.8829526,77.70189496,0,0,26857.62214,0.880712184,0.862550356,0.3847465,0.985512563,0.929148267
Male,67.47703124,180.2948206,171.3916594,81.78028828,0,0,29375.1009,0.315964272,0.650213507,0.110121399,0.699810093,0.839295423
Male,71.35662808,211.3956386,181.2458353,95.88737049,0,0,32850.05282,0.041990535,0.397141493,0.34123864,0.277796889,0.011107368
Male,68.17630646,190.1327254,173.1678184,86.2426832,0,0,29987.09333,0.523974235,0.82908244,0.016313205,0.99236545,0.178240066
Male,67.47309881,178.3657282,171.381671,80.90526737,0,0,29371.67715,0.678441798,0.70069654,0.341241197,0.779263583,0.828721788
Male,65.65692057,163.1951164,166.7685783,74.02399924,0,0,27811.75869,0.948851882,0.620360303,0.672827001,0.22616753,0.319856212
Male,67.70035802,155.1625868,171.9589094,70.38050806,0,0,29569.86651,0.873523836,0.473518043,0.075505201,0.561891035,0.409779864
Male,62.20882862,130.8380738,158.0104247,59.34710359,0,0,24967.29431,0.01727365,0.708934494,0.261675631,0.081437613,0.600553161
Male,67.44508051,186.8388682,171.3105045,84.74861591,0,0,29347.28895,0.666708377,0.00296323,0.837720273,0.613510558,0.828981355
Male,69.57909023,194.0945611,176.7308892,88.03974015,0,0,31233.8072,0.113186275,0.630909593,0.39017898,0.773834894,0.994091263
Male,69.92624123,204.8756917,177.6126527,92.92997474,0,0,31546.25441,0.480368509,0.452283135,0.297149442,0.513985466,0.547716522
Male,68.8610815,199.2813114,174.907147,90.39240862,0,0,30592.51008,0.584938791,0.954453602,0.195873564,0.183808538,0.663157279
Male,70.94349959,192.206151,180.196489,87.18317243,0,0,32470.77463,0.951238545,0.014079534,0.435574456,0.600418063,0.349035966
Male,71.57472336,207.8169438,181.7997973,94.26410317,0,0,33051.16631,0.601179156,0.791740707,0.784277511,0.972708059,0.503865456
Male,66.50289891,161.7571761,168.9173632,73.37176101,0,0,28533.0756,0.534720469,0.133982306,0.693543793,0.678213284,0.490181159
Male,69.01116064,191.0267435,175.288348,86.64820262,0,0,30726.00495,0.260367119,0.780125042,0.404417119,0.263459487,0.235725003
Male,68.06849494,171.0562905,172.8939771,77.58976494,0,0,29892.32733,0.699160228,0.099952885,0.313017953,0.395472189,0.459408119
Male,70.41995611,188.2429823,178.8666885,85.38551081,0,0,31993.29226,0.238715453,0.579166766,0.996921756,0.081796503,0.033528125
Male,71.22182822,200.7084673,180.9034437,91.03975511,0,0,32726.05593,0.046136488,0.488633923,0.306350596,0.309104096,0.478267156
Male,70.18570099,188.5293966,178.2716805,85.51542607,0,0,31780.79207,0.445557648,0.428729369,0.450615372,0.342031439,0.526706462
Male,66.48159749,165.5890975,168.8632576,75.10988994,0,0,28514.79978,0.484809733,0.131528786,0.030949278,0.808938696,0.175145958
Male,70.38920071,178.8513483,178.7885698,81.12554079,0,0,31965.35269,0.309203654,0.606620961,0.901539463,0.077342152,0.518375704
Male,68.84630982,174.8873671,174.8696269,79.32751063,0,0,30579.38643,0.573725384,0.448782226,0.332700328,0.624205299,0.705736102
Male,69.56662234,187.4689869,176.6992207,85.03443271,0,0,31222.61461,0.658778006,0.714549527,0.40080567,0.871020031,0.26145278
Male,69.21387398,201.5277531,175.8032399,91.41137659,0,0,30906.77916,0.349311868,0.248188047,0.245231853,0.634013399,0.123964947
Male,71.67843022,206.4017808,182.0632128,93.62219653,0,0,33147.01344,0.662049754,0.641154607,0.256327347,0.98926237,0.856358703
Male,68.50781491,200.8772795,174.0098499,91.11632694,0,0,30279.42785,0.227175374,0.431249911,0.105857658,0.788670795,0.594666927
Male,70.05933098,225.014368,177.9507007,102.0647172,0,0,31666.45188,0.821643803,0.034900245,0.229968404,0.897681647,0.136495744
Male,70.90374445,199.3623525,180.0955109,90.42916821,0,0,32434.39305,0.269146593,0.184291764,0.796164674,0.968675899,0.935936041
Male,67.11436084,170.7891625,170.4704765,77.4685978,0,0,29060.18337,0.465361565,0.773285772,0.255116729,0.085813924,0.694274825
Male,67.6284844,174.8654514,171.7763504,79.31756982,0,0,29507.11455,0.181500843,0.62826717,0.328465402,0.994879513,0.608059578
Male,70.98741332,214.7929926,180.3080298,97.42838308,0,0,32510.98562,0.427249515,0.055185297,0.956394833,0.681611995,0.995351327
Male,66.87851578,175.366252,169.8714301,79.54472898,0,0,28856.30276,0.134841063,0.735548496,0.736506054,0.364677992,0.842962245
Male,68.47745653,187.2053947,173.9327396,84.91486941,0,0,30252.5979,0.803992192,0.805456603,0.587541643,0.318467236,0.605346581
Male,66.26705648,163.6381507,168.3183235,74.22495603,0,0,28331.05801,0.548052448,0.599133865,0.143456117,0.994207889,0.853919207
Male,65.77401201,156.9680739,167.0659905,71.19946256,0,0,27911.04518,0.188306877,0.115043896,0.03542842,0.145545234,0.023340263
Male,64.4613459,158.9004343,163.7318186,72.07596581,0,0,26808.10842,0.264892503,0.506624823,0.380046707,0.631795776,0.119085943
Male,65.85496276,154.9653989,167.2716054,70.29106523,0,0,27979.78997,0.323419487,0.51604758,0.330035854,0.444077006,0.667910345
Male,69.9027564,177.7129666,177.5530013,80.60917993,0,0,31525.06825,0.883457959,0.441137714,0.652275624,0.485299937,0.516680047
Male,69.1344005,196.3303116,175.6013773,89.05385872,0,0,30835.8437,0.784166183,0.783157504,0.567849991,0.243107824,0.597651145
Male,70.48162382,194.1617823,179.0233245,88.07023114,0,0,32049.35072,0.415469142,0.474632812,0.892341449,0.305791135,0.476068102
Male,73.50736001,209.6980393,186.7086944,95.11735304,0,0,34860.13658,0.477309639,0.407892024,0.999469747,0.435013737,0.229231537
Male,72.31477541,194.891589,183.6795295,88.40126562,0,0,33738.16957,0.493357581,0.367493526,0.130798466,0.6815545,0.830689661
Male,73.74875102,203.9997028,187.3218276,92.5326332,0,0,35089.46709,0.427387599,0.395197871,0.21801783,0.59130878,0.321987351
Male,73.54118433,212.0303757,186.7946082,96.17528219,0,0,34892.22565,0.360662985,0.329046914,0.263433631,0.629086905,0.798318555
Male,63.09448322,154.8888953,160.2599874,70.25636379,0,0,25683.26356,0.151718834,0.933270855,0.650264456,0.807827763,0.227614135
Male,72.26708683,209.6333173,183.5584005,95.08799565,0,0,33693.68641,0.42191639,0.031337619,0.340883877,0.082330674,0.907985887
Male,71.11908757,174.5523441,180.6424824,79.17554685,0,0,32631.70646,0.639200631,0.636661348,0.48475272,0.876682664,0.69405243
Male,72.0057094,205.9619225,182.8945019,93.42268035,0,0,33450.39882,0.270988742,0.618874479,0.220087427,0.253463193,0.643869656
Male,66.70347964,189.4300286,169.4268383,85.92394552,0,0,28705.45354,0.685556438,0.643237362,0.755588228,0.944573998,0.186991068
Male,63.57141145,144.815032,161.4713851,65.68694001,0,0,26073.0082,0.043027854,0.085351969,0.043659412,0.053702136,0.597886055
Male,70.69801207,187.0184584,179.5729507,84.8300766,0,0,32246.44461,0.87733269,0.661705966,0.386244184,0.113396588,0.317865795
Male,75.68280791,232.104476,192.2343321,105.2807335,0,0,36954.03844,0.793042301,0.092031961,0.846898435,0.936742609,0.663167678
Male,68.16214653,183.2327118,173.1318522,83.11289221,0,0,29974.63824,0.802690514,0.36034854,0.495750689,0.020463553,0.953584601
Male,70.225252,191.7090668,178.3721401,86.95769905,0,0,31816.62036,0.532205086,0.917712191,0.880615733,0.925683553,0.311468853
Male,71.56525646,194.7218564,181.7757514,88.32427629,0,0,33042.4238,0.060208013,0.369614582,0.598635506,0.658965216,0.30349991
Male,71.6576596,204.4262556,182.0104554,92.72611412,0,0,33127.80587,0.59849975,0.411236449,0.861944281,0.00036089,0.364498386
Male,74.67043476,207.9080616,189.6629043,94.30543349,0,0,35972.01726,0.405178679,0.319704826,0.663618978,0.976840577,0.467422981
Male,66.80502561,174.3354906,169.684765,79.07718384,0,0,28792.91949,0.820260359,0.222842576,0.499788954,0.984707573,0.32038396
Male,68.02456916,185.4048519,172.7824057,84.0981576,0,0,29853.75971,0.826963814,0.392336841,0.655055198,0.512930936,0.189053971
Male,68.21314448,168.1685042,173.261387,76.27988814,0,0,30019.50821,0.602620471,0.106401305,0.917615067,0.78541483,0.455596566
Male,72.05959136,203.92588,183.0313621,92.49914774,0,0,33500.4795,0.868800229,0.380296769,0.714606097,0.424710379,0.11180995
Male,66.70498045,164.179486,169.4306503,74.47050141,0,0,28706.74528,0.896617176,0.595101331,0.78807022,0.827980654,0.768601206
Male,65.09963565,180.7937105,165.3530745,82.00658074,0,0,27341.63926,0.194684158,0.573592851,0.069475659,0.442390085,0.712212489
Male,68.22761459,174.7124319,173.2981411,79.24816143,0,0,30032.2457,0.894167542,0.34139987,0.047788196,0.030882507,0.886284045
Male,70.27758963,198.7285226,178.5050777,90.14166803,0,0,31864.06275,0.289992273,0.325055936,0.61873608,0.890294138,0.979005318
Male,68.99299407,166.7952092,175.2422049,75.65697255,0,0,30709.83039,0.05205334,0.800461675,0.902811093,0.229864855,0.476032009
Male,72.81763633,202.9480035,184.9567963,92.05559082,0,0,34209.01649,0.62020434,0.117610064,0.909953143,0.724845268,0.005879732
Male,70.48328834,190.5220374,179.0275524,86.419272,0,0,32050.86451,0.96740594,0.526753486,0.048268919,0.332079592,0.404103253
Male,69.26513962,172.3003905,175.9334546,78.15407873,0,0,30952.58046,0.552069273,0.3640309,0.769191339,0.674444784,0.714737136
Male,66.1180621,181.0141079,167.9398777,82.10655123,0,0,28203.80253,0.793906838,0.202551206,0.931167559,0.616158453,0.539361852
Male,60.96672328,134.8228267,154.8554771,61.15455559,0,0,23980.2188,0.628458042,0.454131678,0.309507235,0.059044922,0.309243117
Male,66.08290844,169.617202,167.8505874,76.93700587,0,0,28173.8197,0.904274318,0.297291227,0.637638647,0.287293353,0.682657449
Male,69.33829795,198.3895491,176.1192768,89.98791235,0,0,31017.99966,0.573496554,0.832834398,0.618766193,0.370529953,0.743452573
Male,70.79634524,192.2931685,179.8227169,87.22264287,0,0,32336.20951,0.048178407,0.042332933,0.569933186,0.004836788,0.245766025
Male,64.84152823,161.1930514,164.6974817,73.11587855,0,0,27125.26048,0.905286327,0.412099956,0.174573215,0.265587997,0.849907086
Male,66.91489408,169.8824896,169.963831,77.05733822,0,0,28887.70384,0.790565414,0.181041375,0.919039483,0.596154434,0.406636167
Male,71.19658688,191.6838425,180.8393307,86.94625748,0,0,32702.86352,0.353290081,0.042280501,0.190200725,0.814214839,0.008559093
Male,67.66042305,173.3847193,171.8574745,78.64592158,0,0,29534.99155,0.838942149,0.124657509,0.743357359,0.91416524,0.182372745
Male,68.49613344,182.1829921,173.9801789,82.63674777,0,0,30269.10266,0.111625411,0.696623375,0.585931336,0.252192213,0.156433339
Male,67.14018598,188.8484986,170.5360724,85.66016816,0,0,29082.55198,0.063760494,0.309260068,0.941434971,0.748489974,0.653275847
Male,68.03117231,176.6653529,172.7991777,80.13399075,0,0,29859.5558,0.559606523,0.280187208,0.827851466,0.596610145,0.272949106
Male,71.03061695,217.4909577,180.4177671,98.6521585,0,0,32550.57067,0.141278192,0.655285035,0.670611916,0.873968862,0.179376351
Male,65.62492094,168.0352354,166.6872992,76.21943848,0,0,27784.65571,0.806164895,0.974785151,0.800749632,0.627565316,0.364614787
Male,68.67903487,177.521933,174.4447486,80.52252863,0,0,30430.9703,0.317533054,0.867931403,0.787727387,0.385140716,0.035589304
Male,72.26420577,204.4161269,183.5510827,92.72151984,0,0,33690.99995,0.154393879,0.987619467,0.639323668,0.55443946,0.363295309
Male,69.80727521,217.1897415,177.310479,98.51552921,0,0,31439.00597,0.157149594,0.844174238,0.715696024,0.13909715,0.777386312
Male,66.39812838,170.2174512,168.6512461,77.20927411,0,0,28443.2428,0.726224453,0.7368274,0.944465545,0.739947336,0.222055691
Male,67.59016823,174.0091522,171.6790273,78.92915934,0,0,29473.68842,0.385261383,0.436928233,0.017497066,0.682737181,0.122465807
Male,71.08909566,188.1160458,180.566303,85.32793343,0,0,32604.18977,0.937662878,0.295601759,0.282323138,0.834851547,0.736246525
Male,65.81997755,172.746365,167.182743,78.35636918,0,0,27950.06955,0.960158903,0.959871982,0.091478996,0.536366486,0.370097088
Male,68.56085411,186.4011012,174.1445695,84.55004828,0,0,30326.33107,0.294376785,0.48861051,0.524341225,0.441076016,0.318324986
Male,69.71864181,205.1493025,177.0853502,93.05408244,0,0,31359.22125,0.471894938,0.171190434,0.179062341,0.463777774,0.868793557
Male,72.05520702,205.676442,183.0202258,93.29318866,0,0,33496.40306,0.100004382,0.457170097,0.428194574,0.577385451,0.337814465
Male,67.65252997,180.8711377,171.8374261,82.04170107,0,0,29528.10102,0.70880127,0.022149351,0.375264413,0.215994987,0.512878197
Male,69.76287854,189.8283126,177.1977115,86.10460399,0,0,31399.02896,0.271412904,0.520588085,0.824147874,0.89413142,0.442214407
Male,66.91633531,175.2039346,169.9674917,79.47110309,0,0,28888.94823,0.71375107,0.769232397,0.071633682,0.598712266,0.885084569
Male,71.69388059,196.726282,182.1024567,89.2334677,0,0,33161.30473,0.58730299,0.885722158,0.916793188,0.119102441,0.950646864
Male,69.0340651,183.557049,175.3465253,83.26000898,0,0,30746.40395,0.301583053,0.018653558,0.893894093,0.159617916,0.786994449
Male,68.63976982,203.0058961,174.3450153,92.08185042,0,0,30396.18437,0.794211117,0.845096129,0.995297147,0.795289038,0.239877098
Male,68.2112871,190.5842005,173.2566692,86.44746866,0,0,30017.87343,0.119730157,0.688643491,0.355977813,0.175051596,0.030447982
Male,67.45627183,166.3906563,171.3389304,75.47347058,0,0,29357.02909,0.810694047,0.800663279,0.282813767,0.66272218,0.189937612
Male,68.16423277,191.8302347,173.1371512,87.01265982,0,0,29976.47314,0.615997703,0.136886446,0.123232736,0.98467407,0.134018227
Male,70.94683597,193.5063411,180.2049634,87.77292825,0,0,32473.82882,0.279725413,0.598400186,0.747108995,0.505632634,0.383501269
Male,70.68624745,194.9436551,179.5430685,88.42488238,0,0,32235.71346,0.124548495,0.571517361,0.571562218,0.7396287,0.391339185
Male,70.96758546,212.8263485,180.2576671,96.53632909,0,0,32492.82654,0.977324608,0.1911237,0.314227207,0.947788187,0.367523659
Male,74.60466805,249.9462832,189.4958568,113.3736345,0,0,35908.67976,0.3243036,0.300278579,0.507737522,0.46945003,0.091866233
Male,64.9485459,168.5341902,164.9693066,76.44576041,0,0,27214.87212,0.439760728,0.00592217,0.769266897,0.786409509,0.260482381
Male,67.39264099,174.0309543,171.1773081,78.93904863,0,0,29301.67082,0.868273852,0.322739215,0.997427418,0.322313587,0.330059676
Male,70.67451735,193.5591924,179.5132741,87.79690119,0,0,32225.01557,0.689632471,0.286448648,0.953842677,0.412176412,0.001048773
Male,71.70357731,207.1105722,182.1270864,93.94369868,0,0,33170.27558,0.212115693,0.012838425,0.793039913,0.191395387,0.568429494
Male,70.67820774,205.8172958,179.5226477,93.35707882,0,0,32228.38103,0.249866596,0.320088464,0.298902932,0.476849971,0.232392938
Male,70.47367765,199.356144,179.0031412,90.42635206,0,0,32042.12457,0.10329989,0.036822152,0.539418449,0.000591916,0.877885105
Male,68.42358649,178.6200332,173.7959097,81.02061811,0,0,30205.01823,0.389573866,0.077219219,0.802560262,0.93226368,0.755722698
Male,70.41808724,189.5794725,178.8619416,85.99173209,0,0,31991.59415,0.084794766,0.010628838,0.12495149,0.735278263,0.375660323
Male,71.67636717,200.206207,182.0579726,90.81193383,0,0,33145.10539,0.686532044,0.552763937,0.881159078,0.737319327,0.029629635
Male,67.90442161,165.7639258,172.4772309,75.18919065,0,0,29748.39517,0.965354511,0.455339102,0.464633922,0.973615199,0.881468991
Male,63.00618017,151.3505719,160.0356976,68.65140861,0,0,25611.42451,0.873430207,0.044402872,0.244873108,0.963195349,0.577909543
Male,66.80071892,174.9881905,169.6738261,79.37324332,0,0,28789.20725,0.274081428,0.259587183,0.415110264,0.249337544,0.962523903
Male,66.01759167,174.6121001,167.6846828,79.2026517,0,0,28118.15286,0.849818784,0.233429682,0.356210612,0.361226296,0.640595146
Male,64.90984533,166.2439226,164.8710071,75.40691336,0,0,27182.44899,0.924867778,0.946537673,0.372898567,0.206280783,0.399057542
Male,68.50326101,193.9820595,173.998283,87.98871033,0,0,30275.40248,0.694458341,0.998728105,0.091137921,0.846663911,0.259760035
Male,70.02471448,189.9119646,177.8627748,86.14254787,0,0,31635.16666,0.858990669,0.525204934,0.610458635,0.217552434,0.946156421
Male,64.54897202,148.7874713,163.9543889,67.48880668,0,0,26881.04165,0.402447986,0.187854517,0.912331428,0.654377239,0.841325021
Male,72.46152792,223.3155102,184.0522809,101.2941289,0,0,33875.24212,0.081673192,0.019542491,0.869560595,0.123902197,0.015965769
Male,69.96391207,191.0654475,177.7083367,86.66575846,0,0,31580.25292,0.708077656,0.250047801,0.759062844,0.306271435,0.062604128
Male,69.31943753,172.4550996,176.0713713,78.22425352,0,0,31001.1278,0.992899812,0.32429292,0.403791579,0.240351815,0.785848571
Male,69.5732598,191.5471767,176.7160799,86.88426698,0,0,31228.57289,0.213530317,0.545732256,0.912705496,0.410299452,0.883959925
Male,69.67436795,192.0916777,176.9728946,87.13124829,0,0,31319.40542,0.003539424,0.677695232,0.156556025,0.561033857,0.502102457
Male,69.22921912,177.5926996,175.8422166,80.5546278,0,0,30920.48512,0.137483946,0.961049465,0.872433825,0.455454346,0.265344081
Male,64.44838768,162.6190973,163.6989047,73.76272157,0,0,26797.3314,0.206766104,0.719421761,0.135241972,0.275243521,0.076021589
Male,67.45120933,177.8459883,171.3260717,80.66951753,0,0,29352.62284,0.273694861,0.289369575,0.486309776,0.16957108,0.394953111
Male,73.49486112,214.819848,186.6769472,97.44056448,0,0,34848.28263,0.943323163,0.801006805,0.917133543,0.529748086,0.254337495
Male,70.96856341,204.4101633,180.2601511,92.71881477,0,0,32493.72206,0.907902844,0.980122835,0.393746827,0.358185092,0.897801693
Male,74.69552272,225.5123865,189.7266277,102.2906144,0,0,35996.19326,0.369012649,0.403398259,0.62071292,0.242741684,0.119420144
Male,68.18809667,190.2684255,173.1977655,86.30423564,0,0,29997.46599,0.723005449,0.296952449,0.92299778,0.365637373,0.064972724
Male,69.85602232,207.9166862,177.4342967,94.30934554,0,0,31482.92964,0.511793133,0.35083821,0.26790409,0.31873327,0.671274793
Male,67.197511,177.3135637,170.681678,80.42801399,0,0,29132.23519,0.474817001,0.91449334,0.415060191,0.40444214,0.547768393
Male,67.8417924,192.741685,172.3181527,87.4260864,0,0,29693.54575,0.323043787,0.069261022,0.158759574,0.545236098,0.491705751
Male,70.87698711,218.2315386,180.0275472,98.98808004,0,0,32409.91777,0.236441773,0.82045637,0.087769357,0.963649289,0.573233446
Male,71.24311166,192.017261,180.9575036,87.09749347,0,0,32745.61811,0.963412332,0.243982539,0.764295002,0.366051603,0.094968514
Male,74.46298656,219.8129065,189.1359859,99.70537586,0,0,35772.42114,0.917062296,0.259272976,0.181619972,0.55520677,0.816421653
Male,69.55326838,183.7510973,176.6653017,83.34802774,0,0,31210.62882,0.165868728,0.414518434,0.073118278,0.607795275,0.911991795
Male,70.60702552,183.5773805,179.3418448,83.2692312,0,0,32163.49731,0.664244521,0.543143973,0.347708436,0.057945871,0.977340528
Male,67.94562981,183.7041775,172.5818997,83.32674526,0,0,29784.51211,0.649449715,0.787526783,0.421846973,0.19153891,0.233145741
Male,72.18599228,215.8686135,183.3524204,97.91627615,0,0,33618.11006,0.089932839,0.692452715,0.532190946,0.084076343,0.287896805
Male,68.07265309,177.5548634,172.9045389,80.5374656,0,0,29895.97956,0.549325963,0.08103098,0.559896072,0.648818765,0.351068969
Male,68.64032508,176.0119591,174.3464257,79.83761655,0,0,30396.67615,0.047264852,0.864087475,0.205743691,0.74438047,0.514824527
Male,68.82921624,200.3308195,174.8262093,90.86845706,0,0,30564.20344,0.02191249,0.881937295,0.766868548,0.556300629,0.682305454
Male,68.02018827,181.9867345,172.7712782,82.54772686,0,0,29849.91457,0.258987526,0.817818481,0.637361321,0.961239709,0.268460791
Male,73.63143058,215.5545587,187.0238337,97.77382341,0,0,34977.91436,0.927364703,0.677782403,0.708702584,0.960585888,0.582786473
Male,67.35327101,171.160452,171.0773084,77.63701172,0,0,29267.44544,0.94312345,0.33689606,0.717143561,0.709204045,0.972074878
Male,73.8418844,214.0325038,187.5583864,97.08343145,0,0,35178.1483,0.025440409,0.941814578,0.381978166,0.160372707,0.822726256
Male,66.35812083,170.0538326,168.5496269,77.13505803,0,0,28408.97673,0.940133194,0.642163023,0.53714768,0.601287993,0.406838061
Male,72.17355644,198.6850217,183.3208334,90.12193634,0,0,33606.52794,0.772185381,0.845980811,0.74968339,0.411645557,0.1171613
Male,71.40851816,205.6189565,181.3776361,93.2671137,0,0,32897.84689,0.714814402,0.924650494,0.296833602,0.147768455,0.737030612
Male,70.66886319,198.0235635,179.4989125,89.8219042,0,0,32219.85959,0.174321943,0.963320147,0.155167648,0.660069577,0.318634923
Male,65.83816921,164.9889856,167.2289498,74.83768395,0,0,27965.52165,0.460683142,0.613541528,0.892346295,0.645974455,0.701263489
Male,71.76579929,202.2305956,182.2851302,91.73018032,0,0,33227.86869,0.415951949,0.928396966,0.001158264,0.289310919,0.246801573
Male,70.86876641,201.9315351,180.0066667,91.59452889,0,0,32402.40005,0.696468705,0.458960827,0.346067821,0.175881329,0.047468135
Male,69.84381304,188.6862465,177.4032851,85.58657193,0,0,31471.92557,0.365759191,0.229950514,0.740086427,0.535191379,0.816554623
Male,70.40874857,198.7388741,178.8382214,90.14636337,0,0,31983.10942,0.46224527,0.097330729,0.545826757,0.88051073,0.030463697
Male,70.82560268,173.9635774,179.8970308,78.90848698,0,0,32362.94169,0.293521645,0.080800519,0.595734706,0.151388762,0.169363152
Male,66.67560706,183.4383373,169.3560419,83.20616229,0,0,28681.46894,0.527607652,0.23391728,0.537873828,0.054890785,0.46701045
Male,65.98696793,183.8309641,167.6068986,83.38425469,0,0,28092.07244,0.673481711,0.509330586,0.392768415,0.121333323,0.821697147
Male,68.52705806,170.8884308,174.0587275,77.51362511,0,0,30296.44061,0.827890706,0.08396395,0.458261604,0.869561825,0.321072237
Male,68.31206374,184.778848,173.5126419,83.8142072,0,0,30106.6369,0.394440733,0.442163009,0.368400777,0.884439379,0.571572392
Male,68.26284966,169.2250347,173.3876381,76.75912195,0,0,30063.27305,0.301588837,0.107267278,0.693715788,0.179232812,0.949193124
Male,66.47556185,197.6464093,168.8479271,89.65083007,0,0,28509.62249,0.780844004,0.054344248,0.041172389,0.681294414,0.061553399
Male,64.36248027,149.4575874,163.4806999,67.79276597,0,0,26725.93923,0.5600404,0.20802378,0.397553219,0.185325522,0.754703882
Male,68.77133617,174.33661,174.6791939,79.0776916,0,0,30512.82077,0.686065807,0.103315735,0.175986823,0.755579331,0.080755064
Male,72.43374602,200.0852325,183.9817149,90.75706079,0,0,33849.27142,0.239078409,0.416151275,0.153081719,0.061750176,0.051699908
Male,70.95200887,194.2886699,180.2181025,88.12778634,0,0,32478.56448,0.696608149,0.57722341,0.093037242,0.639876728,0.199141286
Male,72.50942559,206.7491709,184.173941,93.77976992,0,0,33920.04055,0.460828272,0.790359341,0.023190222,0.262717615,0.924660795
Male,70.38183211,197.4315108,178.7698536,89.55335385,0,0,31958.66054,0.951229899,0.229396543,0.999206954,0.60893358,0.997444349
Male,72.33756922,216.7134777,183.7374258,98.29949978,0,0,33759.44164,0.940404037,0.307575627,0.165780255,0.93327163,0.71110537
Male,72.05664499,220.1345171,183.0238783,99.8512559,0,0,33497.74002,0.497197168,0.409632464,0.247561441,0.022655705,0.176386599
Male,70.03711499,175.9780798,177.8942721,79.82224918,0,0,31646.37203,0.490779937,0.039240387,0.663327718,0.608876549,0.517746253
Male,69.24254056,189.6278521,175.876053,86.0136767,0,0,30932.38603,0.141151704,0.953875119,0.23013059,0.545831927,0.798273065
Male,64.36945333,154.0080914,163.4984115,69.85683818,0,0,26731.73055,0.613106821,0.957363463,0.790626796,0.02704737,0.805608369
Male,69.49493766,188.41922,176.5171417,85.46545086,0,0,31158.3013,0.670097315,0.58195054,0.713135934,0.911557201,0.857965032
Male,64.60809855,172.3159674,164.1045703,78.16114429,0,0,26930.31,0.281486745,0.433354887,0.479334308,0.670742546,0.322338877
Male,71.41147486,210.4306105,181.3851461,95.44964147,0,0,32900.57124,0.875195827,0.278374227,0.695173322,0.031033998,0.139788115
Male,68.75379072,175.3679699,174.6346284,79.54550821,0,0,30497.25345,0.207655452,0.880080203,0.027009927,0.753723077,0.0092444
Male,67.51751984,157.9186188,171.4945004,71.63062212,0,0,29410.36366,0.990034303,0.872678962,0.156237681,0.216414885,0.779334176
Male,69.44033828,202.3082973,176.3784592,91.7654252,0,0,31109.36089,0.931686218,0.766805559,0.152002823,0.362091571,0.619076519
Male,66.53435218,176.1892785,168.9972545,79.9180472,0,0,28560.07204,0.713391986,0.836689884,0.305291085,0.448711397,0.118309103
Male,68.08994144,178.4530134,172.9484512,80.94485927,0,0,29911.16679,0.265963764,0.795174545,0.283303197,0.924221543,0.504376426
Male,68.01907816,174.2651629,172.7684585,79.04528375,0,0,29848.94026,0.51132613,0.657713217,0.549885951,0.824557001,0.13502059
Male,66.17479389,166.6806079,168.0839765,75.60499028,0,0,28252.22315,0.176593516,0.040720246,0.406334327,0.153777515,0.899789975
Male,70.80440883,196.2684623,179.8431984,89.02580437,0,0,32343.57602,0.255005524,0.465447003,0.685089967,0.965886169,0.755045741
Male,68.21250769,192.8151779,173.2597695,87.45942216,0,0,30018.94774,0.270480424,0.418225096,0.677177189,0.599825444,0.141225447
Male,70.69384087,199.9628571,179.5623558,90.70155228,0,0,32242.63962,0.089789865,0.715480762,0.140920408,0.399097915,0.316183525
